"cd","yr_mon","qnty_normal","clst_type","qnty_max","qnty_min"
"B26","2013/01",NA,"B",96,1
"B26","2013/02",NA,"B",96,1
"B26","2013/03",0,"B",96,1
"B26","2013/04",NA,"B",96,1
"B26","2013/05",0.0105263157894737,"B",96,1
"B26","2013/06",0,"B",96,1
"B26","2013/07",0.231578947368421,"B",96,1
"B26","2013/08",0.168421052631579,"B",96,1
"B26","2013/09",0.168421052631579,"B",96,1
"B26","2013/10",0.284210526315789,"B",96,1
"B26","2013/11",0.168421052631579,"B",96,1
"B26","2013/12",0.368421052631579,"B",96,1
"B26","2014/01",0.115789473684211,"B",96,1
"B26","2014/02",0.231578947368421,"B",96,1
"B26","2014/03",0.515789473684211,"B",96,1
"B26","2014/04",0.231578947368421,"B",96,1
"B26","2014/05",0.4,"B",96,1
"B26","2014/06",0.347368421052632,"B",96,1
"B26","2014/07",0.273684210526316,"B",96,1
"B26","2014/08",0.273684210526316,"B",96,1
"B26","2014/09",0.242105263157895,"B",96,1
"B26","2014/10",0.189473684210526,"B",96,1
"B26","2014/11",0.168421052631579,"B",96,1
"B26","2014/12",0.357894736842105,"B",96,1
"B26","2015/01",0.505263157894737,"B",96,1
"B26","2015/02",0.0631578947368421,"B",96,1
"B26","2015/03",0.231578947368421,"B",96,1
"B26","2015/04",0.378947368421053,"B",96,1
"B26","2015/05",0.515789473684211,"B",96,1
"B26","2015/06",0.368421052631579,"B",96,1
"B26","2015/07",0.315789473684211,"B",96,1
"B26","2015/08",0.357894736842105,"B",96,1
"B26","2015/09",0.263157894736842,"B",96,1
"B26","2015/10",0.357894736842105,"B",96,1
"B26","2015/11",0.221052631578947,"B",96,1
"B26","2015/12",0.736842105263158,"B",96,1
"B26","2016/01",0.410526315789474,"B",96,1
"B26","2016/02",0.557894736842105,"B",96,1
"B26","2016/03",0.431578947368421,"B",96,1
"B26","2016/04",0.536842105263158,"B",96,1
"B26","2016/05",0.621052631578947,"B",96,1
"B26","2016/06",1,"B",96,1
"B2650HSD","2013/01",NA,"E",298,1
"B2650HSD","2013/02",NA,"E",298,1
"B2650HSD","2013/03",NA,"E",298,1
"B2650HSD","2013/04",NA,"E",298,1
"B2650HSD","2013/05",NA,"E",298,1
"B2650HSD","2013/06",NA,"E",298,1
"B2650HSD","2013/07",NA,"E",298,1
"B2650HSD","2013/08",NA,"E",298,1
"B2650HSD","2013/09",NA,"E",298,1
"B2650HSD","2013/10",NA,"E",298,1
"B2650HSD","2013/11",NA,"E",298,1
"B2650HSD","2013/12",NA,"E",298,1
"B2650HSD","2014/01",NA,"E",298,1
"B2650HSD","2014/02",0,"E",298,1
"B2650HSD","2014/03",0.0606060606060606,"E",298,1
"B2650HSD","2014/04",0.138047138047138,"E",298,1
"B2650HSD","2014/05",0.276094276094276,"E",298,1
"B2650HSD","2014/06",0.437710437710438,"E",298,1
"B2650HSD","2014/07",0.363636363636364,"E",298,1
"B2650HSD","2014/08",0.363636363636364,"E",298,1
"B2650HSD","2014/09",0.599326599326599,"E",298,1
"B2650HSD","2014/10",0.400673400673401,"E",298,1
"B2650HSD","2014/11",0.313131313131313,"E",298,1
"B2650HSD","2014/12",0.525252525252525,"E",298,1
"B2650HSD","2015/01",0.252525252525253,"E",298,1
"B2650HSD","2015/02",0.212121212121212,"E",298,1
"B2650HSD","2015/03",0.461279461279461,"E",298,1
"B2650HSD","2015/04",0.838383838383838,"E",298,1
"B2650HSD","2015/05",1,"E",298,1
"B2650HSD","2015/06",0.929292929292929,"E",298,1
"B2650HSD","2015/07",0.693602693602694,"E",298,1
"B2650HSD","2015/08",0.424242424242424,"E",298,1
"B2650HSD","2015/09",0.535353535353535,"E",298,1
"B2650HSD","2015/10",0.525252525252525,"E",298,1
"B2650HSD","2015/11",0.37037037037037,"E",298,1
"B2650HSD","2015/12",0.511784511784512,"E",298,1
"B2650HSD","2016/01",0.164983164983165,"E",298,1
"B2650HSD","2016/02",0.259259259259259,"E",298,1
"B2650HSD","2016/03",0.511784511784512,"E",298,1
"B2650HSD","2016/04",0.764309764309764,"E",298,1
"B2650HSD","2016/05",0.851851851851852,"E",298,1
"B2650HSD","2016/06",0.878787878787879,"E",298,1
"B2650HSDC","2013/01",NA,"B",135,1
"B2650HSDC","2013/02",NA,"B",135,1
"B2650HSDC","2013/03",NA,"B",135,1
"B2650HSDC","2013/04",NA,"B",135,1
"B2650HSDC","2013/05",0,"B",135,1
"B2650HSDC","2013/06",0,"B",135,1
"B2650HSDC","2013/07",0.119402985074627,"B",135,1
"B2650HSDC","2013/08",0.17910447761194,"B",135,1
"B2650HSDC","2013/09",0.253731343283582,"B",135,1
"B2650HSDC","2013/10",0.305970149253731,"B",135,1
"B2650HSDC","2013/11",0.313432835820896,"B",135,1
"B2650HSDC","2013/12",0.417910447761194,"B",135,1
"B2650HSDC","2014/01",0.216417910447761,"B",135,1
"B2650HSDC","2014/02",0.298507462686567,"B",135,1
"B2650HSDC","2014/03",0.283582089552239,"B",135,1
"B2650HSDC","2014/04",0.440298507462687,"B",135,1
"B2650HSDC","2014/05",0.388059701492537,"B",135,1
"B2650HSDC","2014/06",0.462686567164179,"B",135,1
"B2650HSDC","2014/07",0.358208955223881,"B",135,1
"B2650HSDC","2014/08",0.328358208955224,"B",135,1
"B2650HSDC","2014/09",0.417910447761194,"B",135,1
"B2650HSDC","2014/10",0.641791044776119,"B",135,1
"B2650HSDC","2014/11",0.626865671641791,"B",135,1
"B2650HSDC","2014/12",0.902985074626866,"B",135,1
"B2650HSDC","2015/01",0.201492537313433,"B",135,1
"B2650HSDC","2015/02",0.276119402985075,"B",135,1
"B2650HSDC","2015/03",0.462686567164179,"B",135,1
"B2650HSDC","2015/04",0.440298507462687,"B",135,1
"B2650HSDC","2015/05",0.485074626865672,"B",135,1
"B2650HSDC","2015/06",0.604477611940298,"B",135,1
"B2650HSDC","2015/07",0.507462686567164,"B",135,1
"B2650HSDC","2015/08",0.358208955223881,"B",135,1
"B2650HSDC","2015/09",0.604477611940298,"B",135,1
"B2650HSDC","2015/10",0.58955223880597,"B",135,1
"B2650HSDC","2015/11",0.611940298507463,"B",135,1
"B2650HSDC","2015/12",1,"B",135,1
"B2650HSDC","2016/01",0.313432835820896,"B",135,1
"B2650HSDC","2016/02",0.335820895522388,"B",135,1
"B2650HSDC","2016/03",0.305970149253731,"B",135,1
"B2650HSDC","2016/04",0.477611940298507,"B",135,1
"B2650HSDC","2016/05",0.507462686567164,"B",135,1
"B2650HSDC","2016/06",0.582089552238806,"B",135,1
"B3350HSD","2013/01",NA,"E",87,1
"B3350HSD","2013/02",NA,"E",87,1
"B3350HSD","2013/03",NA,"E",87,1
"B3350HSD","2013/04",NA,"E",87,1
"B3350HSD","2013/05",NA,"E",87,1
"B3350HSD","2013/06",NA,"E",87,1
"B3350HSD","2013/07",NA,"E",87,1
"B3350HSD","2013/08",NA,"E",87,1
"B3350HSD","2013/09",NA,"E",87,1
"B3350HSD","2013/10",NA,"E",87,1
"B3350HSD","2013/11",NA,"E",87,1
"B3350HSD","2013/12",NA,"E",87,1
"B3350HSD","2014/01",NA,"E",87,1
"B3350HSD","2014/02",NA,"E",87,1
"B3350HSD","2014/03",0,"E",87,1
"B3350HSD","2014/04",0.127906976744186,"E",87,1
"B3350HSD","2014/05",0.232558139534884,"E",87,1
"B3350HSD","2014/06",0.372093023255814,"E",87,1
"B3350HSD","2014/07",0.267441860465116,"E",87,1
"B3350HSD","2014/08",0.325581395348837,"E",87,1
"B3350HSD","2014/09",0.395348837209302,"E",87,1
"B3350HSD","2014/10",0.22093023255814,"E",87,1
"B3350HSD","2014/11",0.22093023255814,"E",87,1
"B3350HSD","2014/12",0.337209302325581,"E",87,1
"B3350HSD","2015/01",0.162790697674419,"E",87,1
"B3350HSD","2015/02",0.151162790697674,"E",87,1
"B3350HSD","2015/03",0.348837209302326,"E",87,1
"B3350HSD","2015/04",0.686046511627907,"E",87,1
"B3350HSD","2015/05",0.930232558139535,"E",87,1
"B3350HSD","2015/06",1,"E",87,1
"B3350HSD","2015/07",0.802325581395349,"E",87,1
"B3350HSD","2015/08",0.302325581395349,"E",87,1
"B3350HSD","2015/09",0.523255813953488,"E",87,1
"B3350HSD","2015/10",0.337209302325581,"E",87,1
"B3350HSD","2015/11",0.186046511627907,"E",87,1
"B3350HSD","2015/12",0.418604651162791,"E",87,1
"B3350HSD","2016/01",0.0930232558139535,"E",87,1
"B3350HSD","2016/02",0.151162790697674,"E",87,1
"B3350HSD","2016/03",0.313953488372093,"E",87,1
"B3350HSD","2016/04",0.395348837209302,"E",87,1
"B3350HSD","2016/05",0.604651162790698,"E",87,1
"B3350HSD","2016/06",0.5,"E",87,1
"B3350HSDC","2013/01",NA,"B",54,8
"B3350HSDC","2013/02",NA,"B",54,8
"B3350HSDC","2013/03",NA,"B",54,8
"B3350HSDC","2013/04",NA,"B",54,8
"B3350HSDC","2013/05",NA,"B",54,8
"B3350HSDC","2013/06",NA,"B",54,8
"B3350HSDC","2013/07",NA,"B",54,8
"B3350HSDC","2013/08",NA,"B",54,8
"B3350HSDC","2013/09",0,"B",54,8
"B3350HSDC","2013/10",0.260869565217391,"B",54,8
"B3350HSDC","2013/11",0.434782608695652,"B",54,8
"B3350HSDC","2013/12",1,"B",54,8
"B3350HSDC","2014/01",0.173913043478261,"B",54,8
"B3350HSDC","2014/02",0.217391304347826,"B",54,8
"B3350HSDC","2014/03",0.521739130434783,"B",54,8
"B3350HSDC","2014/04",0.5,"B",54,8
"B3350HSDC","2014/05",0.434782608695652,"B",54,8
"B3350HSDC","2014/06",0.478260869565217,"B",54,8
"B3350HSDC","2014/07",0.347826086956522,"B",54,8
"B3350HSDC","2014/08",0.260869565217391,"B",54,8
"B3350HSDC","2014/09",0.478260869565217,"B",54,8
"B3350HSDC","2014/10",0.630434782608696,"B",54,8
"B3350HSDC","2014/11",0.456521739130435,"B",54,8
"B3350HSDC","2014/12",0.630434782608696,"B",54,8
"B3350HSDC","2015/01",0.326086956521739,"B",54,8
"B3350HSDC","2015/02",0.239130434782609,"B",54,8
"B3350HSDC","2015/03",0.347826086956522,"B",54,8
"B3350HSDC","2015/04",0.565217391304348,"B",54,8
"B3350HSDC","2015/05",0.760869565217391,"B",54,8
"B3350HSDC","2015/06",0.847826086956522,"B",54,8
"B3350HSDC","2015/07",0.782608695652174,"B",54,8
"B3350HSDC","2015/08",0.5,"B",54,8
"B3350HSDC","2015/09",0.543478260869565,"B",54,8
"B3350HSDC","2015/10",0.608695652173913,"B",54,8
"B3350HSDC","2015/11",0.239130434782609,"B",54,8
"B3350HSDC","2015/12",0.739130434782609,"B",54,8
"B3350HSDC","2016/01",0.173913043478261,"B",54,8
"B3350HSDC","2016/02",0.391304347826087,"B",54,8
"B3350HSDC","2016/03",0.152173913043478,"B",54,8
"B3350HSDC","2016/04",0.130434782608696,"B",54,8
"B3350HSDC","2016/05",0.58695652173913,"B",54,8
"B3350HSDC","2016/06",0.5,"B",54,8
"B3350SUHSD","2013/01",NA,"D",63,2
"B3350SUHSD","2013/02",NA,"D",63,2
"B3350SUHSD","2013/03",NA,"D",63,2
"B3350SUHSD","2013/04",NA,"D",63,2
"B3350SUHSD","2013/05",NA,"D",63,2
"B3350SUHSD","2013/06",NA,"D",63,2
"B3350SUHSD","2013/07",NA,"D",63,2
"B3350SUHSD","2013/08",NA,"D",63,2
"B3350SUHSD","2013/09",NA,"D",63,2
"B3350SUHSD","2013/10",NA,"D",63,2
"B3350SUHSD","2013/11",NA,"D",63,2
"B3350SUHSD","2013/12",NA,"D",63,2
"B3350SUHSD","2014/01",NA,"D",63,2
"B3350SUHSD","2014/02",NA,"D",63,2
"B3350SUHSD","2014/03",0,"D",63,2
"B3350SUHSD","2014/04",0.0163934426229508,"D",63,2
"B3350SUHSD","2014/05",0.213114754098361,"D",63,2
"B3350SUHSD","2014/06",0.180327868852459,"D",63,2
"B3350SUHSD","2014/07",0.147540983606557,"D",63,2
"B3350SUHSD","2014/08",0.327868852459016,"D",63,2
"B3350SUHSD","2014/09",0.327868852459016,"D",63,2
"B3350SUHSD","2014/10",0.262295081967213,"D",63,2
"B3350SUHSD","2014/11",0.278688524590164,"D",63,2
"B3350SUHSD","2014/12",0.60655737704918,"D",63,2
"B3350SUHSD","2015/01",0.114754098360656,"D",63,2
"B3350SUHSD","2015/02",0.327868852459016,"D",63,2
"B3350SUHSD","2015/03",0.639344262295082,"D",63,2
"B3350SUHSD","2015/04",0.721311475409836,"D",63,2
"B3350SUHSD","2015/05",1,"D",63,2
"B3350SUHSD","2015/06",0.901639344262295,"D",63,2
"B3350SUHSD","2015/07",0.557377049180328,"D",63,2
"B3350SUHSD","2015/08",0.573770491803279,"D",63,2
"B3350SUHSD","2015/09",0.557377049180328,"D",63,2
"B3350SUHSD","2015/10",0.557377049180328,"D",63,2
"B3350SUHSD","2015/11",0.278688524590164,"D",63,2
"B3350SUHSD","2015/12",0.442622950819672,"D",63,2
"B3350SUHSD","2016/01",0.180327868852459,"D",63,2
"B3350SUHSD","2016/02",0.180327868852459,"D",63,2
"B3350SUHSD","2016/03",0.426229508196721,"D",63,2
"B3350SUHSD","2016/04",0.459016393442623,"D",63,2
"B3350SUHSD","2016/05",0.442622950819672,"D",63,2
"B3350SUHSD","2016/06",0.655737704918033,"D",63,2
"BX1870TV54-1","2013/01",NA,"E",125,5
"BX1870TV54-1","2013/02",NA,"E",125,5
"BX1870TV54-1","2013/03",NA,"E",125,5
"BX1870TV54-1","2013/04",NA,"E",125,5
"BX1870TV54-1","2013/05",NA,"E",125,5
"BX1870TV54-1","2013/06",NA,"E",125,5
"BX1870TV54-1","2013/07",NA,"E",125,5
"BX1870TV54-1","2013/08",NA,"E",125,5
"BX1870TV54-1","2013/09",NA,"E",125,5
"BX1870TV54-1","2013/10",NA,"E",125,5
"BX1870TV54-1","2013/11",NA,"E",125,5
"BX1870TV54-1","2013/12",NA,"E",125,5
"BX1870TV54-1","2014/01",NA,"E",125,5
"BX1870TV54-1","2014/02",0,"E",125,5
"BX1870TV54-1","2014/03",0.0583333333333333,"E",125,5
"BX1870TV54-1","2014/04",0.158333333333333,"E",125,5
"BX1870TV54-1","2014/05",0.225,"E",125,5
"BX1870TV54-1","2014/06",0.5,"E",125,5
"BX1870TV54-1","2014/07",0.275,"E",125,5
"BX1870TV54-1","2014/08",0.375,"E",125,5
"BX1870TV54-1","2014/09",0.591666666666667,"E",125,5
"BX1870TV54-1","2014/10",0.25,"E",125,5
"BX1870TV54-1","2014/11",0.141666666666667,"E",125,5
"BX1870TV54-1","2014/12",0.241666666666667,"E",125,5
"BX1870TV54-1","2015/01",0.0583333333333333,"E",125,5
"BX1870TV54-1","2015/02",0.158333333333333,"E",125,5
"BX1870TV54-1","2015/03",0.316666666666667,"E",125,5
"BX1870TV54-1","2015/04",0.85,"E",125,5
"BX1870TV54-1","2015/05",1,"E",125,5
"BX1870TV54-1","2015/06",0.766666666666667,"E",125,5
"BX1870TV54-1","2015/07",0.725,"E",125,5
"BX1870TV54-1","2015/08",0.375,"E",125,5
"BX1870TV54-1","2015/09",0.391666666666667,"E",125,5
"BX1870TV54-1","2015/10",0.483333333333333,"E",125,5
"BX1870TV54-1","2015/11",0.208333333333333,"E",125,5
"BX1870TV54-1","2015/12",0.25,"E",125,5
"BX1870TV54-1","2016/01",0.108333333333333,"E",125,5
"BX1870TV54-1","2016/02",0.0916666666666667,"E",125,5
"BX1870TV54-1","2016/03",0.458333333333333,"E",125,5
"BX1870TV54-1","2016/04",0.833333333333333,"E",125,5
"BX1870TV54-1","2016/05",0.775,"E",125,5
"BX1870TV54-1","2016/06",0.725,"E",125,5
"BX1870V-1","2013/01",NA,"E",125,6
"BX1870V-1","2013/02",NA,"E",125,6
"BX1870V-1","2013/03",NA,"E",125,6
"BX1870V-1","2013/04",NA,"E",125,6
"BX1870V-1","2013/05",NA,"E",125,6
"BX1870V-1","2013/06",NA,"E",125,6
"BX1870V-1","2013/07",NA,"E",125,6
"BX1870V-1","2013/08",NA,"E",125,6
"BX1870V-1","2013/09",NA,"E",125,6
"BX1870V-1","2013/10",NA,"E",125,6
"BX1870V-1","2013/11",NA,"E",125,6
"BX1870V-1","2013/12",NA,"E",125,6
"BX1870V-1","2014/01",NA,"E",125,6
"BX1870V-1","2014/02",NA,"E",125,6
"BX1870V-1","2014/03",0,"E",125,6
"BX1870V-1","2014/04",0.0504201680672269,"E",125,6
"BX1870V-1","2014/05",0.168067226890756,"E",125,6
"BX1870V-1","2014/06",0.26890756302521,"E",125,6
"BX1870V-1","2014/07",0.243697478991597,"E",125,6
"BX1870V-1","2014/08",0.260504201680672,"E",125,6
"BX1870V-1","2014/09",0.453781512605042,"E",125,6
"BX1870V-1","2014/10",0.285714285714286,"E",125,6
"BX1870V-1","2014/11",0.151260504201681,"E",125,6
"BX1870V-1","2014/12",0.310924369747899,"E",125,6
"BX1870V-1","2015/01",0.0756302521008403,"E",125,6
"BX1870V-1","2015/02",0.109243697478992,"E",125,6
"BX1870V-1","2015/03",0.327731092436975,"E",125,6
"BX1870V-1","2015/04",0.781512605042017,"E",125,6
"BX1870V-1","2015/05",1,"E",125,6
"BX1870V-1","2015/06",0.747899159663866,"E",125,6
"BX1870V-1","2015/07",0.65546218487395,"E",125,6
"BX1870V-1","2015/08",0.361344537815126,"E",125,6
"BX1870V-1","2015/09",0.554621848739496,"E",125,6
"BX1870V-1","2015/10",0.277310924369748,"E",125,6
"BX1870V-1","2015/11",0.34453781512605,"E",125,6
"BX1870V-1","2015/12",0.327731092436975,"E",125,6
"BX1870V-1","2016/01",0.100840336134454,"E",125,6
"BX1870V-1","2016/02",0.168067226890756,"E",125,6
"BX1870V-1","2016/03",0.571428571428571,"E",125,6
"BX1870V-1","2016/04",0.848739495798319,"E",125,6
"BX1870V-1","2016/05",0.823529411764706,"E",125,6
"BX1870V-1","2016/06",0.756302521008403,"E",125,6
"BX2370RV-1","2013/01",NA,"E",188,1
"BX2370RV-1","2013/02",NA,"E",188,1
"BX2370RV-1","2013/03",NA,"E",188,1
"BX2370RV-1","2013/04",NA,"E",188,1
"BX2370RV-1","2013/05",NA,"E",188,1
"BX2370RV-1","2013/06",NA,"E",188,1
"BX2370RV-1","2013/07",NA,"E",188,1
"BX2370RV-1","2013/08",NA,"E",188,1
"BX2370RV-1","2013/09",NA,"E",188,1
"BX2370RV-1","2013/10",NA,"E",188,1
"BX2370RV-1","2013/11",NA,"E",188,1
"BX2370RV-1","2013/12",NA,"E",188,1
"BX2370RV-1","2014/01",NA,"E",188,1
"BX2370RV-1","2014/02",0,"E",188,1
"BX2370RV-1","2014/03",0.0427807486631016,"E",188,1
"BX2370RV-1","2014/04",0.0855614973262032,"E",188,1
"BX2370RV-1","2014/05",0.176470588235294,"E",188,1
"BX2370RV-1","2014/06",0.283422459893048,"E",188,1
"BX2370RV-1","2014/07",0.358288770053476,"E",188,1
"BX2370RV-1","2014/08",0.363636363636364,"E",188,1
"BX2370RV-1","2014/09",0.588235294117647,"E",188,1
"BX2370RV-1","2014/10",0.283422459893048,"E",188,1
"BX2370RV-1","2014/11",0.213903743315508,"E",188,1
"BX2370RV-1","2014/12",0.310160427807487,"E",188,1
"BX2370RV-1","2015/01",0.149732620320856,"E",188,1
"BX2370RV-1","2015/02",0.272727272727273,"E",188,1
"BX2370RV-1","2015/03",0.470588235294118,"E",188,1
"BX2370RV-1","2015/04",0.780748663101604,"E",188,1
"BX2370RV-1","2015/05",1,"E",188,1
"BX2370RV-1","2015/06",0.828877005347594,"E",188,1
"BX2370RV-1","2015/07",0.754010695187166,"E",188,1
"BX2370RV-1","2015/08",0.358288770053476,"E",188,1
"BX2370RV-1","2015/09",0.374331550802139,"E",188,1
"BX2370RV-1","2015/10",0.320855614973262,"E",188,1
"BX2370RV-1","2015/11",0.192513368983957,"E",188,1
"BX2370RV-1","2015/12",0.310160427807487,"E",188,1
"BX2370RV-1","2016/01",0.165775401069519,"E",188,1
"BX2370RV-1","2016/02",0.32620320855615,"E",188,1
"BX2370RV-1","2016/03",0.657754010695187,"E",188,1
"BX2370RV-1","2016/04",0.609625668449198,"E",188,1
"BX2370RV-1","2016/05",0.636363636363636,"E",188,1
"BX2370RV-1","2016/06",0.67379679144385,"E",188,1
"BX2370RV60-1","2013/01",NA,"E",263,4
"BX2370RV60-1","2013/02",NA,"E",263,4
"BX2370RV60-1","2013/03",NA,"E",263,4
"BX2370RV60-1","2013/04",NA,"E",263,4
"BX2370RV60-1","2013/05",NA,"E",263,4
"BX2370RV60-1","2013/06",NA,"E",263,4
"BX2370RV60-1","2013/07",NA,"E",263,4
"BX2370RV60-1","2013/08",NA,"E",263,4
"BX2370RV60-1","2013/09",NA,"E",263,4
"BX2370RV60-1","2013/10",NA,"E",263,4
"BX2370RV60-1","2013/11",NA,"E",263,4
"BX2370RV60-1","2013/12",NA,"E",263,4
"BX2370RV60-1","2014/01",NA,"E",263,4
"BX2370RV60-1","2014/02",0,"E",263,4
"BX2370RV60-1","2014/03",0.123552123552124,"E",263,4
"BX2370RV60-1","2014/04",0.204633204633205,"E",263,4
"BX2370RV60-1","2014/05",0.382239382239382,"E",263,4
"BX2370RV60-1","2014/06",0.405405405405405,"E",263,4
"BX2370RV60-1","2014/07",0.335907335907336,"E",263,4
"BX2370RV60-1","2014/08",0.316602316602317,"E",263,4
"BX2370RV60-1","2014/09",0.540540540540541,"E",263,4
"BX2370RV60-1","2014/10",0.316602316602317,"E",263,4
"BX2370RV60-1","2014/11",0.193050193050193,"E",263,4
"BX2370RV60-1","2014/12",0.301158301158301,"E",263,4
"BX2370RV60-1","2015/01",0.0772200772200772,"E",263,4
"BX2370RV60-1","2015/02",0.123552123552124,"E",263,4
"BX2370RV60-1","2015/03",0.517374517374517,"E",263,4
"BX2370RV60-1","2015/04",1,"E",263,4
"BX2370RV60-1","2015/05",0.83011583011583,"E",263,4
"BX2370RV60-1","2015/06",0.772200772200772,"E",263,4
"BX2370RV60-1","2015/07",0.61003861003861,"E",263,4
"BX2370RV60-1","2015/08",0.308880308880309,"E",263,4
"BX2370RV60-1","2015/09",0.28957528957529,"E",263,4
"BX2370RV60-1","2015/10",0.239382239382239,"E",263,4
"BX2370RV60-1","2015/11",0.11969111969112,"E",263,4
"BX2370RV60-1","2015/12",0.135135135135135,"E",263,4
"BX2370RV60-1","2016/01",0.0540540540540541,"E",263,4
"BX2370RV60-1","2016/02",0.142857142857143,"E",263,4
"BX2370RV60-1","2016/03",0.436293436293436,"E",263,4
"BX2370RV60-1","2016/04",0.55984555984556,"E",263,4
"BX2370RV60-1","2016/05",0.606177606177606,"E",263,4
"BX2370RV60-1","2016/06",0.544401544401544,"E",263,4
"BX2370TV60-1","2013/01",NA,"E",157,3
"BX2370TV60-1","2013/02",NA,"E",157,3
"BX2370TV60-1","2013/03",NA,"E",157,3
"BX2370TV60-1","2013/04",NA,"E",157,3
"BX2370TV60-1","2013/05",NA,"E",157,3
"BX2370TV60-1","2013/06",NA,"E",157,3
"BX2370TV60-1","2013/07",NA,"E",157,3
"BX2370TV60-1","2013/08",NA,"E",157,3
"BX2370TV60-1","2013/09",NA,"E",157,3
"BX2370TV60-1","2013/10",NA,"E",157,3
"BX2370TV60-1","2013/11",NA,"E",157,3
"BX2370TV60-1","2013/12",NA,"E",157,3
"BX2370TV60-1","2014/01",NA,"E",157,3
"BX2370TV60-1","2014/02",0,"E",157,3
"BX2370TV60-1","2014/03",0.051948051948052,"E",157,3
"BX2370TV60-1","2014/04",0.207792207792208,"E",157,3
"BX2370TV60-1","2014/05",0.448051948051948,"E",157,3
"BX2370TV60-1","2014/06",0.461038961038961,"E",157,3
"BX2370TV60-1","2014/07",0.519480519480519,"E",157,3
"BX2370TV60-1","2014/08",0.246753246753247,"E",157,3
"BX2370TV60-1","2014/09",0.662337662337662,"E",157,3
"BX2370TV60-1","2014/10",0.201298701298701,"E",157,3
"BX2370TV60-1","2014/11",0.201298701298701,"E",157,3
"BX2370TV60-1","2014/12",0.350649350649351,"E",157,3
"BX2370TV60-1","2015/01",0.0649350649350649,"E",157,3
"BX2370TV60-1","2015/02",0.149350649350649,"E",157,3
"BX2370TV60-1","2015/03",0.415584415584416,"E",157,3
"BX2370TV60-1","2015/04",1,"E",157,3
"BX2370TV60-1","2015/05",0.987012987012987,"E",157,3
"BX2370TV60-1","2015/06",0.922077922077922,"E",157,3
"BX2370TV60-1","2015/07",0.590909090909091,"E",157,3
"BX2370TV60-1","2015/08",0.305194805194805,"E",157,3
"BX2370TV60-1","2015/09",0.266233766233766,"E",157,3
"BX2370TV60-1","2015/10",0.350649350649351,"E",157,3
"BX2370TV60-1","2015/11",0.136363636363636,"E",157,3
"BX2370TV60-1","2015/12",0.246753246753247,"E",157,3
"BX2370TV60-1","2016/01",0.0454545454545455,"E",157,3
"BX2370TV60-1","2016/02",0.0844155844155844,"E",157,3
"BX2370TV60-1","2016/03",0.324675324675325,"E",157,3
"BX2370TV60-1","2016/04",0.538961038961039,"E",157,3
"BX2370TV60-1","2016/05",0.551948051948052,"E",157,3
"BX2370TV60-1","2016/06",0.525974025974026,"E",157,3
"BX2370V-1","2013/01",NA,"E",154,1
"BX2370V-1","2013/02",NA,"E",154,1
"BX2370V-1","2013/03",NA,"E",154,1
"BX2370V-1","2013/04",NA,"E",154,1
"BX2370V-1","2013/05",NA,"E",154,1
"BX2370V-1","2013/06",NA,"E",154,1
"BX2370V-1","2013/07",NA,"E",154,1
"BX2370V-1","2013/08",NA,"E",154,1
"BX2370V-1","2013/09",NA,"E",154,1
"BX2370V-1","2013/10",NA,"E",154,1
"BX2370V-1","2013/11",NA,"E",154,1
"BX2370V-1","2013/12",NA,"E",154,1
"BX2370V-1","2014/01",NA,"E",154,1
"BX2370V-1","2014/02",0,"E",154,1
"BX2370V-1","2014/03",0.0522875816993464,"E",154,1
"BX2370V-1","2014/04",0.111111111111111,"E",154,1
"BX2370V-1","2014/05",0.209150326797386,"E",154,1
"BX2370V-1","2014/06",0.294117647058824,"E",154,1
"BX2370V-1","2014/07",0.274509803921569,"E",154,1
"BX2370V-1","2014/08",0.300653594771242,"E",154,1
"BX2370V-1","2014/09",0.640522875816993,"E",154,1
"BX2370V-1","2014/10",0.300653594771242,"E",154,1
"BX2370V-1","2014/11",0.209150326797386,"E",154,1
"BX2370V-1","2014/12",0.34640522875817,"E",154,1
"BX2370V-1","2015/01",0.156862745098039,"E",154,1
"BX2370V-1","2015/02",0.189542483660131,"E",154,1
"BX2370V-1","2015/03",0.398692810457516,"E",154,1
"BX2370V-1","2015/04",0.549019607843137,"E",154,1
"BX2370V-1","2015/05",1,"E",154,1
"BX2370V-1","2015/06",0.882352941176471,"E",154,1
"BX2370V-1","2015/07",0.647058823529412,"E",154,1
"BX2370V-1","2015/08",0.326797385620915,"E",154,1
"BX2370V-1","2015/09",0.379084967320261,"E",154,1
"BX2370V-1","2015/10",0.450980392156863,"E",154,1
"BX2370V-1","2015/11",0.169934640522876,"E",154,1
"BX2370V-1","2015/12",0.34640522875817,"E",154,1
"BX2370V-1","2016/01",0.169934640522876,"E",154,1
"BX2370V-1","2016/02",0.196078431372549,"E",154,1
"BX2370V-1","2016/03",0.529411764705882,"E",154,1
"BX2370V-1","2016/04",0.581699346405229,"E",154,1
"BX2370V-1","2016/05",0.588235294117647,"E",154,1
"BX2370V-1","2016/06",0.862745098039216,"E",154,1
"BX25DLB-R-1","2013/01",NA,"E",681,7
"BX25DLB-R-1","2013/02",NA,"E",681,7
"BX25DLB-R-1","2013/03",NA,"E",681,7
"BX25DLB-R-1","2013/04",NA,"E",681,7
"BX25DLB-R-1","2013/05",NA,"E",681,7
"BX25DLB-R-1","2013/06",NA,"E",681,7
